"business_id","name","address","city","state","postal_code","phone_number"
"62736","GERMANTOWN BASEBALL BACK CONCESSION","1537 POPLAR LEVEL RD","LOUISVILLE","KY","40217","(502) 635-2282"
"62737","PLAINVIEW SWIM & TENNIS CENTER","10235 TIMBERWOOD CIRCLE","LOUISVILLE","KY","40223","(502) 254-5551"
"62821","UPPER HIGHLANDS SWIM CLUB","2411 PARKDALE AVE","LOUISVILLE","KY","40220","(502) 709-4144"
"63014","STARVING ARTIST CAFE & DELI","8034 NEW LAGRANGE RD","LOUISVILLE","KY","40222","(502) 412-1599"
"63089","HIGHLAND COFFEE COMPANY","1140 BARDSTOWN RD","LOUISVILLE","KY","40204","(502) 451-4545"
"63091","MAX ORIENT","4801 OUTER LOOP","LOUISVILLE","KY","40219","(502) 964-4688"
"63216","PENN STATION","6661 DIXIE HWY","LOUISVILLE","KY","40258","(502) 933-7345"
"63221","DAYS INN","4051 CANE RUN RD","LOUISVILLE","KY","40216","(502) 447-3700"
"63298","PAPA JOHN'S #1450","5000 MUD LN","LOUISVILLE","KY","40229","(502) 964-1664"
"63315","BUFFALO WILD WINGS","6801 DIXIE HWY","LOUISVILLE","KY","40258","(502) 935-1997"
"63316","PAPA JOHN'S #44","10100 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 299-7272"
"63349","ATRIA SPRINGDALE","4501 SPRINGDALE RD","LOUISVILLE","KY","40241","(502) 412-0222"
"63523","PIZZA HUT #013430","3601 BUECHEL BYPASS","LOUISVILLE","KY","40218","(502) 499-1411"
"63546","WHITE CASTLE #31","5520 NATIONAL TURNPIKE","LOUISVILLE","KY","40220","(502) 361-8414"
"63550","MCDONALD'S","6214 OLD SHEPHERDSVILLE RD","LOUISVILLE","KY","40228","(502) 961-8678"
"63553","MCDONALD'S #22895","12414 LAGRANGE RD","LOUISVILLE","KY","40241","(502) 241-0930"
"63557","MICROTEL BY WYNDHAM","1221 KENTUCKY MILLS DR","LOUISVILLE","KY","40299","(502) 266-6590"
"63624","SUBWAY #21369","9090 DIXIE HWY","LOUISVILLE","KY","40258","(502) 995-4405"
"63767","MEXICANA","6201 PRESTON HWY","LOUISVILLE","KY","40219","(502) 449-4794"
"63778","PAPA JOHN'S #2000","2002 PAPA JOHNS BLVD","LOUISVILLE","KY","40299","(502) 261-7272"
"63832","BUFFALO WILD WINGS #35","9134 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 499-2356"
"63833","FLANAGAN'S ALE HOUSE","934 BAXTER AVE","LOUISVILLE","KY","40204","(502) 585-3700"
"63865","BATS MAIN KITCHEN ARENA","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63866","BATS 63866","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63867","BATS 63867","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63868","BATS 63868","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63869","BATS 63869","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63900","BATS 63900","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63901","BATS 63901","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 291-1238"
"63961","HEINE BROTHERS COFFEE","2200 BARDSTOWN RD","LOUISVILLE","KY","40205","(502) 515-0380"
"64047","COVER ALL CAFE","5001 STEPHAN DR","LOUISVILLE","KY","40258","(502) 935-2885"
"64100","PAPA JOHN'S #1448","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 583-7272"
"64221","PAPA JOHN'S #20","5911 TIMBER RIDGE DR","PROPSECT","KY","40059","(502) 228-1000"
"64230","BARTON HOUSE","6830 OVERLOOK DR","LOUISVILLE","KY","40241","(502) 423-7177"
"64329","BATS 64329","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 639-2953"
"64337","MAKI OF JAPAN","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 897-3272"
"64344","BATS 64344","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 639-2953"
"64345","ATRIA STONY BROOK","3451 S HURSTBOURNE PKWY","LOUISVILLE","KY","40299","(502) 499-1393"
"64357","BATS 64357","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 639-2953"
"64358","BATS 64358","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 639-2953"
"64360","BATS 64360","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 639-2953"
"64408","WAFFLE HOUSE #1398","12020 STANDIFORD PLAZA DR","LOUISVILLE","KY","40229","(502) 896-2409"
"64467","MAYAN CAFE","813 E MARKET ST","LOUISVILLE","KY","40206","(502) 566-0651"
"64606","FUJI JAPANESE STEAKHOUSE","3576 SPRINGHURST BLVD","LOUISVILLE","KY","40241","(502) 339-1978"
"64648","HOLIDAY INN EXPRESS HOTEL","1520 ALLIANT AVE","LOUISVILLE","KY","40299","(502) 240-0035"
"64728","EL TARASCO #1","5425 NEW CUT RD","LOUISVILLE","KY","40215","(502) 368-5628"
"64736","PANERA BREAD #826","6221 DUTCHMANS LN","LOUISVILLE","KY","40207","(502) 895-9991"
"64818","LOTSA PASTA EXTENSION","121 BAUER AVE","LOUISVILLE","KY","40207","(502) 257-7200"
"64895","ST. JUDE WOMENS RECOVERY CENTER","431 E ST. CATHERINE ST","LOUISVILLE","KY","40203","(502) 589-6024"
"64935","SWIFT COMPANY CAFETERIA","1200 STORY AVE","LOUISVILLE","KY","40206","(502) 585-1835"
"64936","CENTER CAFE","750 CYPRESS STATION DR","LOUISVILLE","KY","40207","(502) 896-3900"
"64938","PONDER CREEK","620 VALLEY COLLEGE DR","LOUISVILLE","KY","40272","(502) 995-4010"
"64978","BACKYARD BURGERS","1800 PRIORITY WAY","LOUISVILLE","KY","40299","(502) 240-9945"
"65005","HOLIDAY INN EXPRESS","3711 CHAMBERLAIN LN","LOUISVILLE","KY","40241","(502) 814-0004"
"65058","QUALITY INN & SUITES","311 E GAULBERT AVE","LOUISVILLE","KY","40208","(502) 638-6100"
"65088","TUMBLEWEED #521","3550 SPRINGHURST COMMONS DR","LOUISVILLE","KY","40541","(502) 412-8171"
"65089","POPEYE'S","5003 PRESTON HWY","LOUISVILLE","KY","40213","(502) 969-5056"
"65168","HONEY BAKED HAM","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 895-6001"
"65180","HIBACHI SUSHI GRILL","5729 PRESTON HWY","LOUISVILLE","KY","40219","(502) 969-3788"
"65211","STARBUCKS #2466","7900 SHELBYVILLE RD","LOUISVILLE","KY","40222","(502) 429-0277"
"65215","JUMBO BUFFET","2731 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 495-0028"
"65217","ST. STEPHEN MARTYR MULTIPURPOSE BUILDING","3015 GREENUP RD","LOUISVILLE","KY","40217","(502) 635-5813"
"65319","DAYS INN","1620 ARTHUR ST","LOUISVILLE","KY","40208","(502) 636-3781"
"65323","PAPA JOHN'S #36","3511 SPRINGHURST COMMONS DR","LOUISVILLE","KY","40241","(502) 426-8999"
"65555","TUMBLEWEED","4255 OUTER LOOP","LOUISVILLE","KY","40219","(502) 966-0307"
"65772","MCALISTER'S #1078","10041 FOREST GREEN BLVD","LOUISVILLE","KY","40223","(502) 425-8900"
"65773","COUNTRY INN SUITES","1241 KENTUCKY MILLS DR","LOUISVILLE","KY","40299","(502) 261-9434"
"66108","SHAWNEE COMPLEX","230 SOUTHWESTERN PKWY","LOUISVILLE","KY","40212","(502) 774-4072"
"66114","AFC SUSHI @ KROGER #379","9080 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 491-8805"
"66115","STARBUCKS #2472","241 BLANKENBAKER PKWY","LOUISVILLE","KY","40243","(502) 245-4047"
"66116","ARBY'S #7204","12424 LAGRANGE RD","LOUISVILLE","KY","40245",""
"66126","WAFFLE HOUSE #1444","7715 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 231-6559"
"66139","MCDONALD'S","2314 BROWNSBORO RD","LOUISVILLE","KY","40206","(502) 721-9055"
"66314","STARBUCKS #2541","101 N HURSTBOURNE PKWY","LOUISVILLE","KY","40222","(502) 412-4545"
"66320","DRURY INN #105","9501 BLAIRWOOD RD","LOUISVILLE","KY","40222","(502) 326-4170"
"66407","DOMINO'S PIZZA #1434","8054 NEW LAGRANGE RD","LOUISVILLE","KY","40222","(502) 423-0030"
"66448","JADE GARDEN","4801 OUTER LOOP","LOUISVILLE","KY","40219","(502) 594-2545"
"66464","MCALISTER'S #1079","2721 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 671-2424"
"66465","JERSEY MIKE'S SUBS #2","10519 FISCHER PARK DR","LOUISVILLE","KY","40241","(502) 425-1025"
"66615","WOW WINGERY","2001 NEWBURG RD","LOUISVILLE","KY","40205","(502) 452-8437"
"66618","CENTRAL HIGH SCHOOL FOOTBALL CONCESSIONS","1500 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40203","(502) 485-8226"
"66682","SAM'S CLUB #8276 SNACKBAR","6622 PRESTON HWY","LOUISVILLE","KY","40219","(502) 964-0379"
"66687","SUBWAY","1823 PLANTSIDE DR","LOUISVILLE","KY","40299","(502) 499-0820"
"66690","STARBUCKS #2561","4400 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 899-1201"
"66693","MCDONALD'S #7536","5905 TIMBER RIDGE DR","PROSPECT","KY","40059","(502) 292-0755"
"66736","BARNES & NOBLE BOOKSELLERS","4100 SUMMIT PLAZA DR","LOUISVILLE","KY","40241",""
"66738","ALLEY CAT CAFE","11804 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 245-6544"
"66741","THUY VAN CAFE","5600 NATIONAL TURNPIKE","LOUISVILLE","KY","40214","(502) 366-6959"
"66831","CARRABBA'S ITALIAN GRILL #6801","617 S HURSTBOURNE PKWY","LOUISVILLE","KY","40223","(502) 412-2218"
"66833","WHITE CASTLE #33","12413 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 489-3761"
"66858","STARBUCKS #2562","4001 SUMMIT PLAZA DR","LOUISVILLE","KY","40241","(502) 339-8118"
"66871","HOLY CROSS HS CONCESSION","5144 DIXIE HWY","LOUISVILLE","KY","40216","(502) 447-4363"
"66873","ST. LAWRENCE FOOTBALL CONCESSIONS","1925 LEWISTON DR","LOUISVILLE","KY","40216","(502) 448-2122"
"67018","BETH HAVEN  INSIDE CONCESSION","5515 JOHNSONTOWN RD","LOUISVILLE","KY","40272","(502) 937-3516"
"67020","ST. PAUL  INSIDE CONCESSION","6901 DIXIE HWY","LOUISVILLE","KY","40258","(502) 935-5511"
"67023","BUTLER HS CONCESSION OUTSIDE","2222 CRUMS LN","LOUISVILLE","KY","40216","(502) 485-8220"
"67024","RESIDENCE INN","120 N HURSTBOURNE PKWY","LOUISVILLE","KY","40222","(502) 425-1821"
"67025","DISMAS CHARITIES ST ANN","1515 ALGONQUIN PKWY","LOUISVILLE","KY","40210","(502) 637-9150"
"67026","PRP MAGNET SCHOOL OUTSIDE CONCESSION","5901 GREENWOOD RD","LOUISVILLE","KY","40258","(502) 485-8311"
"67031","ST. ANDREW INSIDE CONCESSION","7718 COLUMBINE DR","LOUISVILLE","KY","40258","(502) 935-4578"
"67309","BRIDGEHAVEN","950 S 1ST ST","LOUISVILLE","KY","40202","(502) 589-9444"
"67319","CATHEDRAL OF THE ASSUMPTION","443 S 5TH ST","LOUISVILLE","KY","40202","(502) 582-2971"
"67329","FRANCISCAN COMMUNITIES HEALTHCARE CTR","3625 FERN VALLEY RD","LOUISVILLE","KY","40219","(502) 964-3381"
"67334","STARBUCKS #2487","972 BAXTER AVE","LOUISVILLE","KY","40204","(502) 625-1815"
"67336","DOUBLE DRAGON II","12480 LAGRANGE RD","LOUISVILLE","KY","40245","(502) 241-7766"
"67341","INDI'S RESTAURANT","5009 S 3RD ST","LOUISVILLE","KY","40214","(502) 363-2535"
"67343","AUGUST MOON","2269 LEXINGTON RD","LOUISVILLE","KY","40206","(502) 456-6569"
"67435","VOLARE RISTORANTE","2300 FRANKFORT AVE","LOUISVILLE","KY","40206","(502) 894-4446"
"67437","FAZOLI'S","9433 VIKING CENTER DR","LOUISVILLE","KY","40222","(502) 423-1777"
"67845","CALIFORNIA PIZZA KITCHEN","7900 SHELBYVILLE RD","LOUISVILLE","KY","40222","(502) 993-0499"
"67846","STARBUCKS #2633","9036 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 493-5970"
"67851","COURTYARD BY MARRIOTT","819 PHILLIPS LN","LOUISVILLE","KY","40209","(502) 368-5678"
"68063","PIZZA HUT #014321","3610 SPRINGHURST BLVD","LOUISVILLE","KY","40241","(502) 339-9339"
"68100","ALL ABOUT KIDS CARTWHEEL CAFE","2531 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","(502) 809-1386"
"68285","STONEY RIVER LEGENDARY STEAKS","3900 SUMMIT PLAZA DR","LOUISVILLE","KY","40241","(502) 429-8944"
"68286","YMCA SAFE PLACE SERVICES","2400 CRITTENDEN DR","LOUISVILLE","KY","40217","(502) 635-5233"
"68306","PAPA JOHN'S #200","2111 W BROADWAY","LOUISVILLE","KY","40210","(502) 772-2430"
"68438","HAWTHORN SUITES BY WYNDHAM","751 CYPRESS STATION DR","LOUISVILLE","KY","40207","(502) 899-5959"
"68545","EMBASSY SUITES","9940 CORPORATE CAMPUS DR","LOUISVILLE","KY","40223","(502) 426-9191"
"68546","FAZOLI'S","11806 STANDIFORD PLAZA DR","LOUISVILLE","KY","40229","(502) 969-4442"
"68548","MID AMERICAN SPORTS CENTER","1906 WATTERSON TRAIL","LOUISVILLE","KY","40299","(502) 817-0659"
"68550","DOMINO'S PIZZA #1424","812 EASTERN PKWY","LOUISVILLE","KY","40217","(502) 637-3030"
"68592","WHITE CASTLE #36","12006 DIXIE HWY","LOUISVILLE","KY","40272","(502) 937-3633"
"68596","CAFE JOKER","3912 BARDSTOWN RD","LOUISVILLE","KY","40218","(502) 491-2454"
"68656","LONGHORN STEAKHOUSE","2535 HURSTBOURNE GEM LN","LOUISVILLE","KY","40220","(502) 671-5350"
"68661","BONEFISH GRILL","657 S HURSTBOURNE PKWY","LOUISVILLE","KY","40222","(502) 412-4666"
"68711","ARBY'S #7349","2804 CRITTENDEN DR","LOUISVILLE","KY","40209","(502) 634-9910"
"68713","PENN STATION","6525 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 231-9929"
"69071","DOMINO'S PIZZA #1433","5400 PRESTON HWY","LOUISVILLE","KY","40213","(502) 966-3000"
"69072","AUNTIE ANNE'S","4801 OUTER LOOP","LOUISVILLE","KY","40219","(812) 423-4417"
"69082","HOLY FAMILY CHURCH SAFFIN CENTER","3938 POPLAR LEVEL RD","LOUISVILLE","KY","40213","(502) 458-4531"
"69467","NORTH END CAFE","1722 FRANKFORT AVE","LOUISVILLE","KY","40206","(502) 896-8770"
"69470","JERSEY MIKE'S SUBS","10266 SHELBYVILLE RD","LOUISVILLE","KY","40223","(502) 244-1991"
"69478","CROSBY PARK CONCESSION","219 MADISON AVE","LOUISVILLE","KY","40253","(502) 245-7585"
"69483","BRISTOL BAR & GRILLE","614 W MAIN ST","LOUISVILLE","KY","40202","(502) 582-1995"
"69762","HOME OF THE INNOCENTS","1100 E MARKET ST","LOUISVILLE","KY","40204","(502) 596-1000"
"69764","EL NOPAL","11336 PRESTON HWY","LOUISVILLE","KY","40229","(502) 961-9851"
"69770","WAFFLE HOUSE #1568","4029 TAYLORSVILLE RD","LOUISVILLE","KY","40220","(502) 485-9765"
"69809","EL NOPAL","5444 NEW CUT RD","LOUISVILLE","KY","40214","(502) 380-8447"
"69999","PENN STATION #8","2017 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 491-8282"
"70155","HONG KONG FAST FOOD","5312 S 3RD ST","LOUISVILLE","KY","40214","(502) 367-8828"
"70164","HILTON GARDEN INN","2735 CRITTENDEN DR","LOUISVILLE","KY","40209","(502) 637-2424"
"70433","MOE'S SOUTHWEST GRILL","2001 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 491-1800"
"70508","CAFE CLASSICO","2144 FRANKFORT AVE","LOUISVILLE","KY","40206","(502) 894-0199"
"70559","CARDS CLUB MAIN KITCHEN","2800 S FLOYD ST","LOUISVILLE","KY","40209","(502) 852-0083"
"70591","SUBWAY #2824","9501 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 267-1173"
"70643","MINARDI HALL","2040 S 4TH ST","LOUISVILLE","KY","40208","(502) 852-6996"
"70710","FOUR POINTS BY SHERATON","2850 CRITTENDEN DR","LOUISVILLE","KY","40209","(502) 753-5555"
"70722","PENN STATION","300 W WOODLAWN AVE","LOUISVILLE","KY","40214","(502) 363-6667"
"70742","DANISH EXPRESS","102 CANNONS LN","LOUISVILLE","KY","40206","(502) 895-2865"
"70910","OUTBACK STEAKHOUSE #1815","8101 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 231-2399"
"70911","GOODWOOD BREWING COMPANY","636 E MAIN ST","LOUISVILLE","KY","40202","(502) 584-2739"
"71011","COLD STONE CREAMERY","2015 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 499-7750"
"71030","CARDINAL HALL OF FAME","2745 CRITTENDEN DR","LOUISVILLE","KY","40209","(502) 635-8686"
"71031","MCALISTER'S #1135","2400 LIME KILN LN","LOUISVILLE","KY","40222","(502) 339-8544"
"71102","MOBY DICK","3613 BARDSTOWN RD","LOUISVILLE","KY","40218","(502) 456-4777"
"71106","PAPA JOHN'S #11","14041 SHELBYVILLE RD","LOUISVILLE","KY","40245","(502) 254-7272"
"71263","CHEER KING STAR","231 S 5TH ST","LOUISVILLE","KY","40202","(502) 587-8686"
"71270","FAIRDALE LIONS CLUB","10101 MITCHELL HILL RD","FAIRDALE","KY","40118","(502) 368-3479"
"71300","PIZZA PLACE","2931 RICHLAND AVE","LOUISVILLE","KY","40220","(502) 451-2237"
"71302","DON'S FUN FOODS","1745 LINCOLN AVE","LOUISVILLE","KY","40217","(502) 410-8253"
"71308","VILLAGE EAST INC","11530 HERRICK LN","LOUISVILLE","KY","40243","(502) 420-9840"
"71328","TSUNAMI / KROGER #186","2219 HOLIDAY MANOR CENTER","LOUISVILLE","KY","40222","(502) 425-6960"
"71383","SUBWAY #24964","3314 PRESTON HWY","LOUISVILLE","KY","40213","(502) 368-6650"
"71704","NEW DIRECTIONS BAR & GRILL","2630 CHAMBERLAIN LN","LOUISVILLE","KY","40245","(502) 243-8429"
"71712","LUIGI'S","712 W MAIN ST","LOUISVILLE","KY","40202","(502) 589-0005"
"71713","PAPA MURPHY'S","5016 MUD LN","LOUISVILLE","KY","40229","(502) 962-7272"
"71714","HEINE BROTHERS COFFEE","516 W MAIN ST","LOUISVILLE","KY","40202","(502) 568-6339"
"71722","AFC SUSHI @ KROGER #356","12501 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 244-7957"
"71813","HARD ROCK CAFE","424 S 4TH ST","LOUISVILLE","KY","40202","(502) 588-2202"
"71980","AFC SUSHI @ KROGER #707","9440 BROWNSBORO RD","LOUISVILLE","KY","40241","(502) 425-8542"
"71981","PAPA MURPHY'S","291 N HUBBARDS LN","LOUISVILLE","KY","40207","(502) 895-6363"
"71986","MOE'S SOUTHWEST GRILL","1001 BRECKENRIDGE LN","LOUISVILLE","KY","40207","(502) 893-6637"
"72218","AFC SUSHI @ KROGER #339","2440 BARDSTOWN RD","LOUISVILLE","KY","40205","(502) 459-9805"
"72220","MCALISTER'S #1149","6510 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 239-9997"
"72225","DOUBLE DRAGON #9","9501 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 267-5353"
"72441","AFC SUSHI @ KROGER #389","5929 TIMBER RIDGE DR","PROPSECT","KY","40059","(502) 292-2464"
"72496","SPINELLI'S","614 BAXTER AVE","LOUISVILLE","KY","40204","(502) 568-5665"
"72626","SUNERGOS COFFEE","2122 S PRESTON ST","LOUISVILLE","KY","40217","(502) 634-1243"
"72632","FEAST OF LOVE","1201 S 36TH ST","LOUISVILLE","KY","40211","(502) 774-3281"
"72637","PENN STATION","4000 DIXIE HWY","LOUISVILLE","KY","40216","(502) 448-4334"
"72739","AMERICA'S BEST VALUE INN","1735 STEWART AVE","LOUISVILLE","KY","40216","(502) 449-7376"
"72741","PIZZA HUT","8131 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 231-9090"
"72775","SUBWAY #4260","12422 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 244-4782"
"72891","AFC SUSHI @ KROGER #387","279 N HUBBARDS LN","LOUISVILLE","KY","40207","(502) 895-8332"
"72894","FIESTA TIME MEXICAN GRILL","11320 MAPLE BROOK DR","LOUISVILLE","KY","40241","(502) 425-9133"
"72900","HOWL AT THE MOON","434 S 4TH ST","LOUISVILLE","KY","40202","(502) 562-9400"
"72901","JASMINE CHINESE CUISINE","13825 ENGLISH VILLA DR","LOUISVILLE","KY","40245","(502) 264-8896"
"72902","PANERA BREAD #904","10451 CHAMPION FARMS DR","LOUISVILLE","KY","40241","(502) 426-2134"
"72904","BOURBON RAW KENTUCKY KITCHEN","446 S 4TH ST","LOUISVILLE","KY","40202","(502) 568-9009"
"72909","CHICK-FIL-A","10501 WESTPORT RD","LOUISVILLE","KY","40241","(502) 339-0505"
"73000","PUZZLES FUN DOME","11530 BLUEGRASS PKWY","LOUISVILLE","KY","40299","(502) 261-7144"
"73396","GREAT LIFE CAFE LOUISVILLE ATHLETIC CLUB","9565 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 459-5092"
"73595","COMFORT SUITES","6535 PARAMOUNT PARK DR","LOUISVILLE","KY","40213","(502) 964-0740"
"73598","MARRIOTT RESTAURANT","280 W JEFFERSON ST","LOUISVILLE","KY","40202","(502) 627-5045"
"73599","MARRIOTT BANQUET KITCHEN","280 W JEFFERSON ST","LOUISVILLE","KY","40202","(502) 627-5045"
"73600","VICTORIA'S CATERING","5410 VALLEY STATION RD","LOUISVILLE","KY","40272","(502) 933-2393"
"73644","STARBUCKS MARRIOTT","280 W JEFFERSON ST","LOUISVILLE","KY","40202",""
"73647","CENTER FOR WOMEN & FAMILIES","927 S 2ND ST","LOUISVILLE","KY","40203","(502) 581-7200"
"73985","PENN STATION","3707 CHAMBERLAIN LN","LOUISVILLE","KY","40241","(502) 426-2524"
"73987","LONG JOHN SILVER'S","5447 NEW CUT RD","LOUISVILLE","KY","40214","(502) 361-1951"
"73996","JIM PATTERSON STADIUM","3015 S 3RD ST","LOUISVILLE","KY","40208","(502) 852-3580"
"74005","ST. MARTHA'S CONCESSION STAND","2825 KLONDIKE LN","LOUISVILLE","KY","40218","(502) 491-8535"
"74011","BILLIARDS CLUB OF LOUISVILLE","5404 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 491-3810"
"74259","TARGET T-0780 STARBUCKS","4640 TAYLORSVILLE RD","LOUISVILLE","KY","40220","(502) 493-8717"
"74260","KFC","4441 CANE RUN RD","LOUISVILLE","KY","40216","(502) 448-3196"
"74263","TURF WINN KITCHEN","700 CENTRAL AVE","LOUISVILLE","KY","40208","(502) 638-3925"
"74264","IN SEAT 3RD FLOOR","700 CENTRAL AVE","LOUISVILLE","KY","40208","(502) 638-3925"
"74265","FINISH LINE SUITES","700 CENTRAL AVE","LOUISVILLE","KY","40208","(502) 638-3925"
"74391","SUBWAY #12335","3939 TAYLORSVILLE RD","LOUISVILLE","KY","40220","(502) 456-0600"
"74408","LEMONGRASS RESTAURANT","11606 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 344-7110"
"74409","CHEESECAKE FACTORY","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 893-1352"
"74656","PF CHANG'S","9120 SHELBYVILLE RD","LOUISVILLE","KY","40222","(502) 327-7707"
"74670","SALSARITA'S","285 N HUBBARDS LN","LOUISVILLE","KY","40207","(502) 897-5323"
"75115","QUEUE CAFE","220 W MAIN ST","LOUISVILLE","KY","40202","(502) 583-1341"
"75119","SUBWAY #34164","2840 PACKERLAND WAY","LOUISVILLE","KY","40213","(502) 966-6606"
"75196","RESIDENCE INN","333 E MARKET ST","LOUISVILLE","KY","40202","(502) 589-8998"
"75203","MILLIONAIRE 4","700 CENTRAL AVE","LOUISVILLE","KY","40208","(502) 368-3925"
"75548","PAPA MURPHY'S","12535 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 253-9191"
"75560","PROOF ON MAIN","702 W MAIN ST","LOUISVILLE","KY","40202","(502) 589-4693"
"75562","FRISCH'S BIG BOY #203","6209 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 762-9696"
"75566","TORAZO MEXICAN RESTAURANT","1850 S HURSTBOURNE PKWY","LOUISVILLE","KY","40220","(502) 491-7272"
"75567","KING PIN LANES","9525 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 719-5464"
"75568","PROOF ON MAIN BAR","700 W MAIN ST","LOUISVILLE","KY","40202","(502) 217-6380"
"75801","KRISPY KREME","3000 BARDSTOWN RD","LOUISVILLE","KY","40205","(502) 451-4880"
"75804","AFC SUSHI @ KROGER #764","9501 WESTPORT RD","LOUISVILLE","KY","40241","(502) 327-1630"
"76226","JEFF RUBY'S LOUISVILLE","325 W MAIN ST","LOUISVILLE","KY","40202","(502) 584-0102"
"76227","AFC SUSHI @ KROGER #743","12611 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 261-0251"
"76228","STARBUCKS #10637","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 259-9949"
"76229","HAMPTON INN & SUITES LOUISVILLE EAST","1451 ALLIANT AVE","LOUISVILLE","KY","40299","(502) 809-9901"
"76252","BATS 76252","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 212-2287"
"76253","BATS 76253","401 E MAIN ST","LOUISVILLE","KY","40202","(502) 212-2287"
"76380","CAFE 920","920 BLANKENBAKER PKWY","LOUISVILLE","KY","40243","(502) 253-8920"
"76383","STARBUCKS","3401 BARDSTOWN RD","LOUISVILLE","KY","40218","(502) 454-6365"
"76384","GLEN RIDGE HEALTH CAMPUS","6415 CALM RIVER WAY","LOUISVILLE","KY","40299","(502) 297-8590"
"76472","RED ROBIN","9870 VON ALLMEN CT","LOUISVILLE","KY","40241","(502) 339-8616"
"76473","BAXTER AVENUE THEATERS","1250 BARDSTOWN RD","LOUISVILLE","KY","40204","(502) 456-4404"
"76476","STARBUCKS #10454","4801 OUTER LOOP","LOUISVILLE","KY","40219","(206) 318-1575"
"76927","JIMMY JOHN'S","3901 DUTCHMANS LN","LOUISVILLE","KY","40207","(502) 894-9343"
"76934","WING ZONE","905 HESS LN","LOUISVILLE","KY","40217","(502) 636-2445"
"76935","STARBUCKS #10595","12605 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 263-7135"
"76936","STARBUCKS","6731 DIXIE HWY","LOUISVILLE","KY","40258","(502) 263-7135"
"76940","STARBUCKS #10559","3702 FRANKFORT AVE","LOUISVILLE","KY","40207","(502) 896-8461"
"76958","SHACK IN THE BACK BBQ","406 MT HOLLY RD","FAIRDALE","KY","40118","(502) 363-3227"
"77062","SILVER SPOON","604 S 3RD ST","LOUISVILLE","KY","40202","(502) 584-4379"
"77070","PENN STATION","2204 HEATHER LN","LOUISVILLE","KY","40218","(502) 494-8342"
"77279","LITTLE CAESARS","10025 DIXIE HWY","LOUISVILLE","KY","40272","(502) 937-7474"
"77292","JASON'S DELI","410 N HURSTBOURNE PKWY","LOUISVILLE","KY","40222","(502) 412-4101"
"77293","HOMEWOOD SUITES BY HILTON","9401 HURSTBOURNE TRACE","LOUISVILLE","KY","40222","(502) 429-9070"
